Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 158.01 NA 219 0 NA NA NA NA 315 0 NA NA NA NA 1586 167 NA NA NA NA 1190 352 NA NA NA
1707084000.0 159.01 NA 214 0 NA NA NA NA 306 0 NA NA NA NA 1396 160 NA NA NA NA 1025 335 NA NA NA
1707084000.0 159.03 122 210 112 275 196 NA 221 295 157 420 266 NA 1031 226 132 472 411 NA 1246 246 245 555 493 NA
1707084000.0 160.03 173 289 200 346 209 NA 335 460 281 518 282 NA 9656 1201 190 902 537 NA 10719 1174 233 860 585 NA
1707084000.0 2017.13 502 0 NA NA NA NA 649 0 NA NA NA NA 857 355 NA NA NA NA 913 447 NA NA NA NA
1707084000.0 2017.2 406 0 189 160 NA NA 544 0 279 244 NA NA 807 244 599 382 NA NA 1065 445 1289 659 NA NA
1707084000.0 2017.8 221 NA NA NA NA NA 319 NA NA NA NA NA 661 NA NA NA NA NA 492 NA NA NA NA NA
1707084000.0 2018.1 497 0 198 164 NA NA 669 0 282 255 NA NA 943 270 590 458 NA NA 1033 359 726 870 NA NA
1707084000.0 2018.11 461 0 197 161 NA NA 651 0 288 258 NA NA 1120 274 766 432 NA NA 1393 392 1360 600 NA NA
1707084000.0 2018.13 497 0 NA NA NA NA 635 0 NA NA NA NA 939 358 NA NA NA NA 965 603 NA NA NA NA
1707084000.0 2018.4 454 0 191 169 NA NA 619 0 278 257 NA NA 949 253 581 398 NA NA 1711 364 760 499 NA NA
1707084000.0 2018.8 220 NA NA NA NA NA 317 NA NA NA NA NA 655 NA NA NA NA NA 524 NA NA NA NA NA
1707084000.0 2018.9 455 0 192 165 NA NA 613 0 287 253 NA NA 884 254 560 403 NA NA 1483 391 719 567 NA NA
1707084000.0 24900.0 NA 566 483 0 207 NA NA 746 670 0 300 NA NA 1523 1945 472 631 NA NA 1361 2541 823 749 NA
1707084000.0 25.0 NA 213 404 0 136 NA NA 321 583 0 205 NA NA 1396 3638 419 287 NA NA 730 3102 495 417 NA
1707084000.0 2500.001 NA 280 0 NA NA NA NA 510 0 NA NA NA NA 21581 139 NA NA NA NA 7142 194 NA NA NA
1707084000.0 2500.01 NA 248 0 NA NA NA NA 355 0 NA NA NA NA 10846 142 NA NA NA NA 4544 228 NA NA NA
1707084000.0 2500.31 NA 251 0 NA NA NA NA 435 0 NA NA NA NA 5763 138 NA NA NA NA 5054 181 NA NA NA
1707084000.0 2500.311 NA 251 0 NA NA NA NA 342 0 NA NA NA NA 1147 142 NA NA NA NA 1065 205 NA NA NA
1707084000.0 2500.312 NA 173 NA NA NA NA NA 252 NA NA NA NA NA 864 NA NA NA NA NA 569 NA NA NA NA
1707084000.0 2500.313 NA 109 NA NA NA NA NA 183 NA NA NA NA NA 280 NA NA NA NA NA 370 NA NA NA NA
1707084000.0 2500.5 NA 113 NA NA NA NA NA 226 NA NA NA NA NA 254 NA NA NA NA NA 418 NA NA NA NA
1707084000.0 2500.51 136 NA NA NA NA NA 210 NA NA NA NA NA 276 NA NA NA NA NA 352 NA NA NA NA NA
1707084000.0 250203.17 NA 502 570 0 NA NA NA 702 784 0 NA NA NA 6753 2449 476 NA NA NA 2685 2287 700 NA NA
1707084000.0 250399.0 308 NA NA NA NA NA 409 NA NA NA NA NA 622 NA NA NA NA NA 671 NA NA NA NA NA
1707084000.0 250399.17 364 NA NA NA NA NA 478 NA NA NA NA NA 856 NA NA NA NA NA 725 NA NA NA NA NA
